geolocation_city,geolocation_lat,geolocation_lng,count
nova iguacu,-22.768605122224606,-43.52731696622627,1
nova iguacu,-22.72899551638624,-43.470382264445554,1
nova iguacu,-22.760693425080525,-43.46631907788576,1
nova iguacu,-22.759018866014117,-43.45630558859638,1
nova iguacu,-22.7281805281094,-43.51239394433061,1
nova iguacu,-22.753616585635022,-43.45555782920815,1
nova iguacu,-22.75727305713165,-43.44726620505948,1
nova iguacu,-22.76058886230989,-43.49578194002042,1
nova iguacu,-22.758126124615615,-43.48905360951069,1
nova iguacu,-22.757307341474377,-43.433599249455135,1
nova iguacu,-22.72075116838033,-43.46080254188257,1
nova iguacu,-22.756904525127663,-43.446870937755634,1
nova iguacu,-22.79291530840144,-43.54355916086022,1
nova iguacu,-22.85454027071324,-43.614957626181166,1
nova iguacu,-22.759254299612383,-43.492129537827786,1
nova iguacu,-22.74541210033642,-43.483794808572696,1
nova iguacu,-22.75425468284169,-43.47984426894279,1
nova iguacu,-22.721091153384634,-43.44444494353331,1
nova iguacu,-22.74445098737086,-43.50141045978516,1
nova iguacu,-22.75357896520069,-43.52148344324952,1
nova iguacu,-22.70309058192009,-43.47364858618085,1
nova iguacu,-22.727930414906705,-43.48113635736876,1
nova iguacu,-22.719326366010552,-43.46488784959197,1
nova iguacu,-22.735994765012013,-43.457494776898855,1
nova iguacu,-22.73797773247165,-43.448550564791255,1
nova iguacu,-22.70684622965929,-43.47070197023213,1
nova iguacu,-22.761018092486044,-43.44807830562755,1
nova iguacu,-22.76065268572436,-43.440283457208345,1
nova iguacu,-22.76161812294901,-43.42381260804608,1
nova iguacu,-22.75960439289033,-43.43952404199222,1
nova iguacu,-22.757468316375352,-43.46117039683623,1
nova iguacu,-22.74729748863388,-43.47055061801184,1
nova iguacu,-22.760006891921435,-43.487758556086845,1
nova iguacu,-22.750466364415047,-43.51703382365079,1
nova iguacu,-22.75966800122672,-43.480703628904,1
nova iguacu,-22.72196137743422,-43.46741807723562,1
nova iguacu,-22.76210989094008,-43.45335082189288,1
nova iguacu,-22.73871401400162,-43.503031392137615,1
nova iguacu,-22.75824806776381,-43.440025396718745,1
nova iguacu,-22.714098887730977,-43.45663636717316,1
nova iguacu,-22.76134397650136,-43.48591819086693,1
nova iguacu,-22.80969239248767,-43.6073229042382,1
nova iguacu,-22.739614669460032,-43.48133528682555,1
nova iguacu,-22.754846348483827,-43.4645136919706,1
nova iguacu,-22.74381901551745,-43.49507057654182,1
nova iguacu,-22.747049809008736,-43.48931431894771,1
nova iguacu,-22.747155168330856,-43.444221463420185,1
nova iguacu,-22.75282525104071,-43.5014956962747,1
nova iguacu,-22.756350707508076,-43.41541335238773,1
nova iguacu,-22.754891485106416,-43.44513105535511,1
nova iguacu,-22.75442313531198,-43.456935368512745,1
nova iguacu,-22.78228583513314,-43.546308698974734,1
nova iguacu,-22.75136955059237,-43.50986636047321,1
nova iguacu,-22.760752732132627,-43.45325913639201,1
nova iguacu,-22.752025318651047,-43.44283968134896,1
nova iguacu,-22.774865635441337,-43.52255216440682,1
nova iguacu,-22.79577343891706,-43.550448751787926,1
nova iguacu,-22.76192574641633,-43.45631282296443,1
nova iguacu,-22.759132876369097,-43.45716929052586,1
nova iguacu,-22.77336339620661,-43.52806550985722,1
nova iguacu,-22.75907957103409,-43.45014957626952,1
nova iguacu,-22.747138549804824,-43.4930145541104,1
nova iguacu,-22.73180740757528,-43.501721812934285,1
nova iguacu,-22.729496291520174,-43.49848319527143,1
nova iguacu,-22.751368697679784,-43.469465080577166,1
nova iguacu,-22.750929003078188,-43.47995065188759,1
nova iguacu,-22.7317284074608,-43.516474818411545,1
nova iguacu,-22.76266435728779,-43.449636557616735,1
nova iguacu,-22.755133586046213,-43.449906812373726,1
nova iguacu,-22.74749009584535,-43.46876428753604,1
nova iguacu,-22.747239405238343,-43.44436504905795,1
nova iguacu,-22.758190707427836,-43.45010743059806,1
nova iguacu,-22.84908001710304,-43.61488853019426,1
nova iguacu,-22.73560243823969,-43.46977947560112,1
nova iguacu,-22.77500868616521,-43.55298782095362,1
nova iguacu,-22.782737566851907,-43.5481716061511,1
nova iguacu,-22.754746331220726,-43.44640780388218,1
nova iguacu,-22.66115708575544,-43.51429663256,1
nova iguacu,-22.76192411014469,-43.44371983123592,1
nova iguacu,-22.762019666102137,-43.42229868202215,1
nova iguacu,-22.755615912734104,-43.49209369545882,1
nova iguacu,-22.76111765703969,-43.419355874247486,1
nova iguacu,-22.75922987698159,-43.51464731542962,1
nova iguacu,-22.71023646437191,-43.42652704032707,1
nova iguacu,-22.744031686802444,-43.49282530748094,1
nova iguacu,-22.757858666658347,-43.43625636025566,1
nova iguacu,-22.73968304590992,-43.45351256859805,1
nova iguacu,-22.806395689764383,-43.5888361636193,1
nova iguacu,-22.75043523576327,-43.44043100725932,1
nova iguacu,-22.739006153314094,-43.49709990417868,1
nova iguacu,-22.72414139258562,-43.51294632218929,1
nova iguacu,-22.72178430740093,-43.43938086574882,1
nova iguacu,-22.757121711807223,-43.46978605762908,1
nova iguacu,-22.660715200493986,-43.52375951904692,1
nova iguacu,-22.74230499999993,-43.458519999999936,1
nova iguacu,-22.76358853502554,-43.45022211366638,1
nova iguacu,-22.760732397795586,-43.44196434233774,1
nova iguacu,-22.76343671060951,-43.440326578318576,1
nova iguacu,-22.766082368359903,-43.51812896567365,1
nova iguacu,-22.773770147439155,-43.525243215715406,1
nova iguacu,-22.746908351203004,-43.44253446054245,1
nova iguacu,-22.755492499479796,-43.53197027748877,1
nova iguacu,-22.761224554736224,-43.45854899220496,1
nova iguacu,-22.760226273597933,-43.44733480997059,1
nova iguacu,-22.752556357671107,-43.48135041302516,1
nova iguacu,-22.7569530298829,-43.46818318292146,1
nova iguacu,-22.723586715908382,-43.525902531068816,1
nova iguacu,-22.74030931386268,-43.48325470298173,1
nova iguacu,-22.739713663304684,-43.44687333905704,1
nova iguacu,-22.761192227661844,-43.45707179193414,1
nova iguacu,-22.850295297077217,-43.600914900974246,1
nova iguacu,-22.75730003608244,-43.48100997232351,1
nova iguacu,-22.76074880588887,-43.43330902619828,1
nova iguacu,-22.76042496647331,-43.46949696647329,1
nova iguacu,-22.74184336735772,-43.453141184925045,1
nova iguacu,-22.758399929636543,-43.47815635076793,1
nova iguacu,-22.760414049227037,-43.45411118492861,1
nova iguacu,-22.759635897846888,-43.43444867052122,1
nova iguacu,-22.76245827641861,-43.44996876248149,1
nova iguacu,-22.75596461626468,-43.45206084720381,1
nova iguacu,-22.763588030632917,-43.49044724500549,1
nova iguacu,-22.745955169203643,-43.51609570255534,1
itapema,-27.10109289494427,-48.61537850574042,1
itapema,-27.064224,-48.59600399999999,1
itapema,-27.118093151421643,-48.60882405482961,1
itapema,-27.13109976253225,-48.59984970144952,1
itapema,-27.12384713693715,-48.60485106906683,1
itapema,-27.09131237006929,-48.61543664165775,1
itapema,-27.09552601925457,-48.62039655305119,1
itapema,-27.13532531911244,-48.59697277411908,1
itapema,-27.09633552448244,-48.61652794224344,1
itapema,-27.12680393651031,-48.60657405066328,1
itapema,-27.139864485982745,-48.59827957297916,1
itapema,-27.12637369427884,-48.60301232688545,1
itapema,-27.125273185512174,-48.60393285076121,1
itapema,-27.11948609739945,-48.60782567425561,1
nova iguacu,-22.7241667926911,-43.51709919541157,1
nova iguacu,-22.71271661250741,-43.51864106699238,1
nova iguaçu,-22.715229951371175,-43.5249047894466,1
nova iguaçu,-22.75027772891456,-43.42389722183775,1
nova iguaçu,-22.66992457225717,-43.446885965925546,1
nova iguaçu,-22.64300908304012,-43.409791115450176,1
nova iguaçu,-22.735310028488254,-43.46260187829999,1
nova iguaçu,-22.7608527728377,-43.4150274987852,1
nova iguacu,-22.727131095705328,-43.51019202695298,1
nova iguacu,-22.760224753784065,-43.41551392718178,1
nova iguacu,-22.762934542401723,-43.52452953968152,1
nova iguacu,-22.67784924194916,-43.44937342019069,1
nova iguacu,-22.7613065647954,-43.43377204767839,1
itapema,-27.12636287837933,-48.6030191133322,1
itapema,-27.119977011564767,-48.60732992593787,1
itapejara d'oeste,-25.96722958413924,-52.81834072117034,1
itapejara d'oeste,-25.962348857426623,-52.81512780346255,1
itapemirim,-20.910119411840792,-40.78570143741205,1
nova iguaçu,-22.7596773026712,-43.44553459333744,1
nova iguaçu,-22.76186575860436,-43.48365837197007,1
nova iguaçu,-22.757142518018654,-43.44886606115208,1
nova iguaçu,-22.76352559372165,-43.45296720985302,1
nova iguaçu,-22.76116658385474,-43.4481528036269,1
nova iguaçu,-22.7201698325595,-43.510583439039486,1
nova iguaçu,-22.761224033831567,-43.46063371509381,1
nova iguaçu,-22.718292764204605,-43.45769792593839,1
nova iguaçu,-22.74812220017991,-43.44543393976894,1
nova iguaçu,-22.7587074352202,-43.42339346032709,1
nova iguaçu,-22.716555847066733,-43.451646123339984,1
nova iguaçu,-22.691741223480108,-43.457008807677695,1
nova iguaçu,-22.752929287884623,-43.4391289250202,1
nova iguaçu,-22.67704866482997,-43.44582251799004,1
nova iguaçu,-22.74138956806041,-43.447926628659445,1
nova iguaçu,-22.73881537905453,-43.50798745380618,1
nova iguaçu,-22.76712664059091,-43.43411837907905,1
nova iguaçu,-22.80838799999998,-43.55519045399996,1
nova iguaçu,-22.76111765703969,-43.419355874247486,1
nova iguaçu,-22.75455562255984,-43.45414639709074,1
nova iguaçu,-22.759635897846888,-43.43444867052122,1
nova iguaçu,-22.774705079661555,-43.53318704000641,1
nova iguaçu,-22.741920830343197,-43.46225834334562,1
nova iguaçu,-22.74846429809059,-43.47515927311174,1
nova iguaçu,-22.75843698679759,-43.4485139275134,1
nova iguaçu,-22.771710026780934,-43.516961680084826,1
nova iguaçu,-22.756854683624645,-43.462296603163736,1
nova iguaçu,-22.752705499999934,-43.44522309499996,1
nova iguaçu,-22.76232919513857,-43.45420259506751,1
nova iguaçu,-22.760706530798945,-43.46669153079895,1
nova iguaçu,-22.76192574641633,-43.45631282296443,1
nova iguaçu,-22.75282525104071,-43.5014956962747,1
nova iguaçu,-22.75727305713165,-43.44726620505948,1
nova iguaçu,-22.77773127608488,-43.54194304600238,1
nova iguaçu,-22.74986382387173,-43.45800886828862,1
nova iguaçu,-22.76584872695858,-43.49332553783006,1
nova iguaçu,-22.75903201323646,-43.45986861068055,1
nova iguaçu,-22.753004027390983,-43.48090628259612,1
nova iguaçu,-22.779252,-43.52830199999999,1
nova iguaçu,-22.756808370513863,-43.477254171351184,1
nova iguaçu,-22.75072312852257,-43.490167650143,1
nova iguaçu,-22.82309547263887,-43.61968788425638,1
nova iguaçu,-22.758190707427836,-43.45010743059806,1
nova iguaçu,-22.745426420214795,-43.448299413347456,1
nova iguaçu,-22.807210073753517,-43.59429469660817,1
nova iguaçu,-22.760604165267655,-43.45330079515724,1
nova iguaçu,-22.760691832233075,-43.45628224387357,1
nova iguaçu,-22.812627233598285,-43.58756557355547,1
nova iguaçu,-22.717762717309363,-43.51911949354658,1
nova iguaçu,-22.68034855181207,-43.445709862150544,1
nova iguaçu,-22.685476047556847,-43.4600309666472,1
nova iguaçu,-22.744241490872263,-43.43952132741564,1
nova iguaçu,-22.750496177295,-43.42962407514362,1
nova iguaçu,-22.738042589944403,-43.46602128667189,1
nova iguaçu,-22.73005074315076,-43.44502374206561,1
nova iguaçu,-22.74173009566725,-43.42898971299822,1
nova iguaçu,-22.736429248131508,-43.43963806174322,1
nova iguaçu,-22.733606412303377,-43.4505934340665,1
nova iguaçu,-22.76139817746381,-43.42505994853405,1
nova iguaçu,-22.75295191094949,-43.45629064275458,1
nova iguaçu,-22.742246712765617,-43.489200264787264,1
nova iguaçu,-22.739622662333478,-43.49022364141519,1
nova iguaçu,-22.768443000000005,-43.43539725,1
nova iguaçu,-22.7317284074608,-43.516474818411545,1
itapejara d'oeste,-25.97451059905708,-52.81630250643616,1
itapejara d'oeste,-25.963944452161765,-52.81817805768515,1
itapejara d'oeste,-26.001956999999948,-52.84926349999997,1
itapejara d  oeste,-25.970031746578364,-52.81680229727215,1
itapejara d  oeste,-25.953484499999995,-52.820667,1
itapejara d  oeste,-25.968453140104277,-52.815730256938544,1
itapecuru mirim,-3.349995516677053,-44.46178039398691,1
itapecerica da serra,-23.717373205444247,-46.81277569109751,1
itapecerica da serra,-23.692950073547244,-46.85597814002536,1
itapecerica da serra,-23.68718200215497,-46.87316477379562,1
itapecerica da serra,-23.709597589225705,-46.86018732876322,1
itapecerica da serra,-23.71514382796667,-46.85510347618278,1
nova independencia,-21.10390891878312,-51.49217794551462,1
nova iguaçu,-22.768563339439,-43.446042317266,1
nova iguaçu,-22.757349571568884,-43.434668034356704,1
nova iguaçu,-22.67925755545412,-43.446769067369175,1
itapecerica da serra,-23.690712281092097,-46.80066644157157,1
itapecerica da serra,-23.70738998555251,-46.85000644221002,1
itapecerica da serra,-23.70653144827205,-46.85769021628169,1
itapecerica da serra,-23.685680694713604,-46.89594376040616,1
itapecerica da serra,-23.7027761985016,-46.79788631087895,1
itapecerica da serra,-23.75956062345793,-46.84383738575602,1
nova laranjeiras,-25.30872458394816,-52.54606026185847,1
nova laranjeiras,-25.30582738786061,-52.53980849209601,1
nova laranjeiras,-25.30906056894424,-52.53331324390717,1
nova lacerda,-14.471431447594016,-59.5869029708306,1
nova itarana,-13.025345193536236,-40.06907008948238,1
nova itarana,-13.025164385802636,-40.06615589348238,1
nova itapirema,-22.435638397976515,-46.82166986971345,1
nova ipixuna,-4.92336610411994,-49.076658305351046,1
nova ipixuna,-4.921410660315535,-49.07978751752227,1
itapejara d'oeste,-25.97121154554257,-52.81566260024588,1
itapecerica da serra,-23.699657300212905,-46.85038468335159,1
itapecerica da serra,-23.717189006194666,-46.866885000724935,1
itapecerica da serra,-23.705281767898654,-46.8704603975004,1
itapecerica da serra,-23.721485573691474,-46.85186534012356,1
itapecerica da serra,-23.72470058139909,-46.85887698560452,1
itapecerica da serra,-23.75704749636165,-46.7973032122018,1
itapecerica da serra,-23.72937322097236,-46.857773423609856,1
itapecerica da serra,-23.693165643632053,-46.85712195767213,1
itapecerica da serra,-23.755818459553183,-46.7846402171919,1
itapecerica da serra,-23.71066680904842,-46.85335538412488,1
itapecerica da serra,-23.70629797949606,-46.82723666872498,1
itapecerica da serra,-23.719950932829388,-46.85238504454957,1
itapecerica da serra,-23.69997259887089,-46.85873109900527,1
itapecerica da serra,-23.717655331603,-46.86617419552304,1
itapecerica da serra,-23.689393468889467,-46.81673747484312,1
itapecerica da serra,-23.69095603816588,-46.88936398709745,1
itapecerica da serra,-23.69399266108159,-46.859572624081686,1
itapecerica da serra,-23.6891702514571,-46.858563136274455,1
itapecerica da serra,-23.72131523917944,-46.85189928606962,1
itapecerica da serra,-23.71581387433837,-46.85090070611373,1
itapecerica da serra,-23.72242488973635,-46.8551309223779,1
itapecerica da serra,-23.752354445622608,-46.783366426077,1
itapecerica da serra,-23.74037991686128,-46.79913172909794,1
itapecerica da serra,-23.7055076924808,-46.85808480544173,1
itapecerica da serra,-23.73002036149049,-46.816684594592815,1
itapecerica da serra,-23.74365472853065,-46.7935744284299,1
itapecerica da serra,-23.70560047158582,-46.805629537773086,1
itapecerica da serra,-23.755709999999965,-46.78318888299998,1
itapecerica da serra,-23.70346929502156,-46.79339715435962,1
itapecerica da serra,-23.689623111575948,-46.85591169940571,1
itapecerica da serra,-23.70905689869582,-46.85901283236194,1
itapecerica da serra,-23.719365607825043,-46.85663103857696,1
nova lima,-19.97607194411212,-43.84713970191377,1
nova lima,-19.9739408707819,-43.9349738707819,1
nova lima,-19.986532937673942,-43.854613479487405,1
nova lima,-20.052971142376894,-43.99207011504933,1
nova lima,-19.981808830220267,-43.85848432897925,1
nova lima,-20.00674647707534,-43.86281123955344,1
itapecerica da serra,-23.711858444630376,-46.85936039064575,1
itapecerica da serra,-23.70210711740433,-46.854755554677126,1
itapecerica da serra,-23.705621338838373,-46.8047822857061,1
itapecerica da serra,-23.687989724605764,-46.85983415947005,1
itapecerica da serra,-23.74896663433,-46.85960662584045,1
itapecerica da serra,-23.72037481721684,-46.863525650630905,1
itapecerica da serra,-23.719858603788296,-46.85583063108685,1
itapecerica da serra,-23.70480622268664,-46.89777533194007,1
itapecerica da serra,-23.756758698966205,-46.8023094688342,1
itapecerica da serra,-23.70560766694558,-46.8578517799065,1
nova lima,-19.99557273371669,-43.90320498859657,1
nova lima,-19.99231411977,-43.85621816181238,1
nova lima,-19.97911445444492,-43.94044526539864,1
nova lima,-19.988337509525508,-43.842299358988086,1
nova lima,-19.993250283175144,-43.945976961364536,1
nova lima,-19.982995848271973,-43.94555905913405,1
nova lima,-19.985524949566145,-43.85911958936296,1
nova lima,-19.990801622958948,-43.87282365624447,1
nova lima,-19.986602446929226,-43.84561750470479,1
nova lima,-19.989253171702448,-43.85398689220184,1
nova lima,-19.993065973703764,-43.95181561785248,1
nova lima,-19.990755,-43.854281049772894,1
nova lima,-19.9972947150353,-43.84902217493977,1
nova lima,-19.98162277598135,-43.940811428554426,1
nova lima,-20.007347741942795,-43.95512351612575,1
nova lima,-19.981581005095943,-43.84679149150674,1
nova lima,-19.984620921181744,-43.86227782779171,1
nova lima,-19.98806127153147,-43.84531717121822,1
nova lima,-20.02220708101146,-43.83017959535176,1
nova lima,-19.98724937892499,-43.84553920226625,1
nova lima,-19.97831294355253,-43.93222086296227,1
nova lima,-19.999358771013597,-43.846521066463,1
nova lima,-20.007981181958566,-43.95344573116245,1
nova lima,-20.170748400141125,-43.93153770085184,1
nova lima,-19.989864405013453,-43.850646503055934,1
nova lima,-19.9826301845097,-43.8612298211107,1
nova lima,-20.0701836646589,-43.984047826306174,1
nova lima,-20.021979345585457,-43.82709129271209,1
nova lima,-20.06537174073456,-43.98352601735197,1
nova lima,-19.98540926138489,-43.84605883812616,1
nova lima,-19.985539893726614,-43.84696830623182,1
nova lima,-19.994154827040106,-43.95057133482548,1
nova lima,-20.09081828116541,-43.96763019023849,1
nova lima,-19.989152206542997,-43.84178860573433,1
nova lima,-19.97441510741733,-43.856753563270125,1
nova lima,-20.1645495,-43.94470724999999,1
nova lima,-19.99001355385776,-43.85060318281321,1
nova lima,-19.992302419582234,-43.84539048485633,1
nova lima,-19.987057746386544,-43.945376605692125,1
nova lima,-19.98479034066861,-43.85847774496512,1
nova lima,-19.98964590913067,-43.853586193879806,1
nova lima,-19.98482000320772,-43.85351355758159,1
nova lima,-20.06046934282283,-43.9836683138697,1
nova lima,-19.98687382940877,-43.94565999444601,1
nova lima,-19.98899461183733,-43.85609028012712,1
nova lima,-20.01884074247824,-43.83289645984662,1
nova lima,-19.989886256702004,-43.84689776246733,1
nova lima,-20.002544514913826,-43.954878048413086,1
nova lima,-19.99826581041573,-43.839074151418274,1
nova lima,-19.98728059367923,-43.94531027493521,1
nova lima,-19.98527198553673,-43.8612651332015,1
nova lima,-19.98678933130106,-43.85894793649902,1
nova lima,-20.056105485418662,-43.91974875729366,1
nova lima,-20.063388259939043,-43.97976308110786,1
nova lima,-20.126680336096246,-43.96071073385064,1
nova lima,-20.06275106228386,-43.97877855453075,1
nova lima,-19.97994385988355,-43.94443260798441,1
nova lima,-20.092085101594108,-43.96896595193905,1
nova lima,-19.98307311440676,-43.94563173179613,1
nova lima,-19.979855794786985,-43.94434065766299,1
nova lima,-19.983274399004888,-43.85544239300823,1
nova lima,-20.014990906545787,-43.95116468691329,1
nova lima,-19.992922249022318,-43.84910958953533,1
nova lima,-19.985833873559574,-43.86157737852567,1
nova mamore,-10.404826259038934,-65.33545131687424,1
nova mamore,-10.408115580862946,-65.32676945231927,1
nova luzitania,-20.857282711366462,-50.26149627287311,1
nova luzitania,-20.854945688930805,-50.26184999004072,1
nova londrina,-22.761675417775123,-52.98389289533509,1
nova londrina,-22.768333287044456,-52.99716010387047,1
nova londrina,-22.76261470895088,-52.98520097436212,1
nova londrina,-22.76421616491612,-52.99425157256309,1
nova londrina,-22.761342756488396,-52.988352018175576,1
nova londrina,-22.765535038276447,-52.983595760118455,1
nova londrina,-22.76243999999997,-52.989799999999946,1
nova londrina,-22.75765029692951,-52.98656997562553,1
nova lima,-19.983306815510986,-43.94586755946812,1
nova lima,-20.004109991773426,-43.95572812947153,1
nova lima,-19.984241563567384,-43.86079120882855,1
nova lima,-19.997226434033003,-43.88980594157003,1
itapecerica da serra,-23.68698071579432,-46.85900199861501,1
itapecerica da serra,-23.704247351088792,-46.79332036166562,1
itapecerica da serra,-23.734153378833884,-46.84676876646033,1
itapecerica da serra,-23.701721786220087,-46.85999027031582,1
itapecerica da serra,-23.702796689441573,-46.877468146497456,1
itapecerica da serra,-23.72116704302037,-46.85724528059899,1
itapecerica da serra,-23.7185477813539,-46.85661345297246,1
itapecerica da serra,-23.707052465722203,-46.8610652149576,1
itapecerica da serra,-23.705234584666453,-46.85587534555809,1
itapecerica da serra,-23.775275153759612,-46.92524721702256,1
itapecerica da serra,-23.75352025539058,-46.80912162415612,1
itapecerica da serra,-23.703786199001662,-46.84294089647412,1
itapecerica da serra,-23.734182819603724,-46.8484711830031,1
itapecerica da serra,-23.696718194924824,-46.82915991190429,1
itapecerica da serra,-23.716361147931213,-46.85135860491085,1
nova mamoré,-10.359146860343817,-64.80801458866125,1
nova mutum,-13.84763206854192,-56.08937732864518,1
nova mutum,-13.828512353921328,-56.08961078509879,1
nova mutum,-13.811470228942625,-56.077437753500966,1
nova mutum,-13.826854488921034,-56.08901997330305,1
nova mutum,-13.81743532192186,-56.08421619762691,1
nova mutum,-13.811728176543156,-56.08666258934527,1
nova monte verde,-9.948557999999943,-57.27394249999996,1
nova monte verde,-9.980593748529277,-57.47182910466854,1
nova monte verde,-9.98429024279418,-57.46629359867781,1
nova modica,-18.44246842438518,-41.50074048272494,1
nova modica,-18.440734725609826,-41.50066075258381,1
nova milano,-29.27474400866524,-51.33864681989313,1
nova maringa,-13.030594842343456,-57.09192679157656,1
nova marilandia,-14.364081,-56.972973515592216,1
nova mamoré,-10.403506911002284,-65.32771599063075,1
itapecerica da serra,-23.68563728076088,-46.82229400788527,1
nova odessa,-22.778818377571643,-47.28348770922497,1
nova mutum,-13.822730529720596,-56.0812331867794,1
nova mutum,-13.829469153494657,-56.09979627015785,1
nova mutum,-13.809695016503865,-56.07801962430676,1
nova mutum,-13.82912665263945,-56.09597692629479,1
nova mutum,-13.824929986581369,-56.09421139324536,1
nova mutum,-13.809485253368004,-56.08070726549524,1
nova mutum,-13.811226789944492,-56.07589345202918,1
nova mutum,-13.836010990316204,-56.09316538204404,1
nova mutum,-13.82320659082097,-56.07999098608592,1
nova mutum,-13.820970123018371,-56.08030611619748,1
nova mutum,-13.808232041587372,-56.08994616522714,1
nova mutum,-13.816737540866146,-56.07703597214145,1
nova mutum,-13.811123484963312,-56.084886345725785,1
nova mutum,-13.818666949991432,-56.07859612869896,1
nova mutum,-13.810185333626652,-56.07829564560542,1
nova odessa,-22.769230127852243,-47.31288574010895,1
nova odessa,-22.77962991781703,-47.29452643125506,1
nova odessa,-22.80074828523644,-47.29001397410075,1
nova odessa,-22.78319454764189,-47.29319887228017,1
nova odessa,-22.77948824669522,-47.29444190790424,1
nova odessa,-22.79037443005124,-47.29588430479623,1
nova odessa,-22.777348930441427,-47.32141127196533,1
nova odessa,-22.77560862825832,-47.292886900414935,1
nova odessa,-22.774421069316432,-47.27918568934964,1
nova odessa,-22.784025485124022,-47.29776368665889,1
nova odessa,-22.78352872085188,-47.31387883771595,1
nova odessa,-22.781410979443677,-47.29227173656045,1
nova odessa,-22.78706404421539,-47.29741233595029,1
nova odessa,-22.790324981514956,-47.29244889525143,1
nova odessa,-22.771147336618952,-47.29401606760958,1
nova odessa,-22.787912888454912,-47.295536160316594,1
nova olinda do maranhão,-2.8100664626495844,-45.70621582208173,1
nova olinda do maranhao,-2.807598354114215,-45.703900896769404,1
nova olinda,-7.0900526941360535,-39.67974948747065,1
nova olinda,-7.6314014999999955,-48.427848,1
nova olinda,-7.631769991745675,-48.41830199126202,1
nova olinda,-7.477981014783234,-38.04270130230523,1
nova olinda,-7.630384163504467,-48.42171532114948,1
nova olinda,-7.624563256388428,-48.423645459966885,1
nova olimpia,-23.471433000000005,-53.090189188966775,1
nova olimpia,-14.757950999999943,-57.43695499999996,1
nova olimpia,-14.780839788385276,-57.28810849626246,1
nova olimpia,-14.78166437051707,-57.27698075076949,1
nova odessa,-22.78164154998324,-47.29397885111791,1
nova odessa,-22.784338810249533,-47.29160554198362,1
nova odessa,-22.77679374905404,-47.29345090449989,1
nova odessa,-22.798910955501192,-47.29938394448747,1
itapecerica da serra,-23.71045094532288,-46.85665816403139,1
itapecerica da serra,-23.7185944565756,-46.84868932944775,1
itapecerica da serra,-23.708320963356275,-46.85618111616358,1
nova petrópolis,-29.37606062328505,-51.11281445196392,1
nova petropolis,-29.384504557932317,-51.04524796625066,1
nova petropolis,-29.371862656474757,-51.1189605070202,1
nova petropolis,-29.377788704695703,-51.112865984332345,1
nova petropolis,-29.378272680639125,-51.11320760390577,1
nova petropolis,-29.37939089966626,-51.113868070096345,1
nova petropolis,-29.374978181589835,-51.11256294308435,1
nova petropolis,-29.36428476418543,-51.09356403843065,1
nova palma,-29.471749746900645,-53.47154816222633,1
nova palma,-29.47329070321566,-53.47396396142484,1
nova padua,-29.027734445149225,-51.30878377787846,1
nova olímpia,-14.757950999999943,-57.43695499999996,1
nova olinda do norte,-3.889513916120465,-59.09291429892815,1
nova petrópolis,-29.377277256624197,-51.11351085740513,1
nova petrópolis,-29.377345274948,-51.11337765485435,1
nova petrópolis,-29.3779180872606,-51.11295904898429,1
itapecerica da serra,-23.702228810557944,-46.85125343785422,1
itapecerica da serra,-23.722070416873454,-46.85208344991049,1
itapecerica da serra,-23.70868007479533,-46.83331334349416,1
itapecerica da serra,-23.720767300516723,-46.79874388645227,1
itapecerica da serra,-23.68883945269018,-46.816746025744266,1
itapecerica da serra,-23.702373390083345,-46.79636807908991,1
itapecerica da serra,-23.697753779755526,-46.8274339113792,1
itapecerica da serra,-23.700320293573636,-46.85240544614964,1
itapecerica da serra,-23.717118782128203,-46.85640635276127,1
itapecerica da serra,-23.694722839478032,-46.80150532141428,1
itapecerica da serra,-23.69048120018422,-46.89150938242107,1
itapecerica da serra,-23.70864955176293,-46.84986213197529,1
itapecerica da serra,-23.716084766513376,-46.85319949602894,1
nova prata,-28.782989612816703,-51.60493478864908,1
nova prata,-28.783349748542904,-51.61141860782505,1
nova prata,-28.790449208984985,-51.61252255787977,1
nova prata,-28.788200612268444,-51.61021437774821,1
nova prata,-28.78863345045876,-51.60772332667777,1
nova prata,-28.779421452680463,-51.60623336081136,1
nova prata,-28.7922510313636,-51.60927018053558,1
nova prata,-28.77001450375091,-51.603952248542896,1
nova prata,-28.789388360811348,-51.6101301366785,1
nova prata,-28.78723794754457,-51.60930864778699,1
nova prata,-28.783583748542902,-51.61140863336027,1
nova prata,-28.794983818730525,-51.61207749228486,1
nova prata,-28.786625360811342,-51.61014017332222,1
nova prata,-28.78304498840975,-51.60640129124495,1
nova ponte,-19.16761215579602,-47.67970121292016,1
nova ponte,-19.15723556137941,-47.67705975448232,1
itapecerica da serra,-23.71435583458364,-46.85632595545042,1
itapecerica da serra,-23.69073183771366,-46.85130607138286,1
itapecerica da serra,-23.71698409892105,-46.85598020763451,1
itapecerica da serra,-23.701762319750237,-46.84321485318184,1
itapecerica da serra,-23.75668414602727,-46.784963493359264,1
itapecerica da serra,-23.717849720785985,-46.84880473175025,1
itapecerica da serra,-23.700956493186197,-46.85900556243367,1
itapecerica da serra,-23.74940847644901,-46.793867884171874,1
itapecerica da serra,-23.720511397166494,-46.84285318730103,1
itapecerica da serra,-23.704647767701484,-46.85857730169082,1
nova prata,-28.7910001470945,-51.61315661255691,1
nova prata,-28.779704748542905,-51.6060396150384,1
