geolocation_lat  geolocation_lng  geolocation_city                 
-23.552486       -46.831035       carapicuiba                            1
-23.552476       -46.853058       carapicuiba                            1
-24.338319       -50.623558       telemaco borba                         1
-24.431943       -53.357424       iracema do oeste                       1
-23.552257       -46.605960       são paulo                              1
-23.552247       -46.638340       sao paulo                              1
-23.552245       -46.653020       sao paulo                              1
-23.552242       -46.650252       são paulo                              1
-23.552340       -46.442136       sao paulo                              1
-23.552339       -46.438752       são paulo                              1
-23.552336       -46.775577       osasco                                 1
-23.552324       -46.663284       são paulo                              1
-23.552320       -46.780968       osasco                                 1
-23.552318       -46.644994       sao paulo                              1
-23.552451       -46.581362       são paulo                              1
-23.552305       -46.749557       sao paulo                              1
                                  são paulo                              1
                 -46.476227       sao paulo                              1
-23.552411       -46.366429       ferraz de vasconcelos                  1
-23.552398       -46.661087       sao paulo                              1
                                  são paulo                              1
-23.552381       -51.458530       apucarana                              1
                 -46.813316       osasco                                 1
-23.552375       -46.691337       são paulo                              1
-23.552361       -46.490314       sao paulo                              1
-23.552354       -46.642251       sao paulo                              1
-23.552353       -46.311999       suzano                                 1
-23.552311       -46.690126       sao paulo                              1
-23.551825       -46.184038       mogi das cruzes                        1
-23.551817       -46.773476       osasco                                 1
-23.551808       -46.764598       osasco                                 1
-23.551805       -46.530300       sao paulo                              1
-23.551802       -46.445744       sao paulo                              1
-23.551794       -46.740813       são paulo                              1
                                  sao paulo                              1
-23.551786       -46.722651       são paulo                              1
-23.551900       -46.570677       são paulo                              1
-23.551895       -46.485622       são paulo                              1
-23.551888       -46.630089       sao paulo                              1
-24.423623       -52.841287       juranda                                1
-23.551878       -46.654700       sao paulo                              1
                                  são paulo                              1
-23.551876       -46.906968       jandira                                1
-23.551867       -46.903399       jandira                                1
                 -46.573927       sao paulo                              1
-23.551854       -46.629200       são paulo                              1
-23.551849       -46.698258       sao paulo                              1
-23.551950       -46.937269       itapevi                                1
-23.551946       -46.595926       são paulo                              1
-24.462177       -53.953033       nova santa rosa                        1
-24.460695       -53.958890       nova santa rosa                        1
-23.551881       -46.691795       sao paulo                              1
-24.474818       -49.026950       barra do chapéu                        1
-24.473423       -53.957377       nova santa rosa                        1
-24.496777       -47.844207       registro                               1
-24.496691       -47.858022       registro                               1
-24.496563       -47.852614       registro                               1
-24.496360       -47.843302       registro                               1
-23.551703       -46.491294       sao paulo                              1
-23.551696       -46.639522       sao paulo                              1
-23.551695       -46.806721       osasco                                 1
-23.551689       -46.651384       são paulo                              1
-23.551687       -46.664090       são paulo                              1
-23.551833       -46.491612       são paulo                              1
-23.551684       -46.584182       são paulo                              1
-23.551775       -46.405083       sao paulo                              1
-23.551762       -46.652676       são paulo                              1
-23.551758       -46.316168       suzano                                 1
-23.551752       -46.654538       sao paulo                              1
-23.551749       -46.484554       sao paulo                              1
-23.551731       -46.645112       são paulo                              1
-23.551729       -46.640621       são paulo                              1
                                  sao paulo                              1
-23.551725       -46.446120       sao paulo                              1
-23.551847       -46.545257       sao paulo                              1
-23.551843       -46.908348       jandira                                1
-23.551685       -46.635382       sao paulo                              1
-23.551951       -46.654781       sao paulo                              1
-23.552051       -46.638778       são paulo                              1
-23.552050       -46.809121       osasco                                 1
-23.552032       -46.698725       sao paulo                              1
                 -46.649778       sao paulo                              1
                                  são paulo                              1
-23.552025       -46.776369       osasco                                 1
-23.552017       -46.776351       osasco                                 1
-23.552005       -46.942319       itapevi                                1
-23.551986       -46.757352       sao paulo                              1
-23.552101       -46.905848       jandira                                1
-24.454429       -54.164789       mercedes                               1
-23.552094       -46.302235       suzano                                 1
                 -46.476320       sao paulo                              1
-23.552092       -46.514590       sao paulo                              1
-23.552088       -46.588393       sao paulo                              1
-23.552076       -46.567490       são paulo                              1
-23.552070       -46.614132       são paulo                              1
-23.552061       -46.560469       são paulo                              1
-23.552154       -46.656766       sao paulo                              1
                                  são paulo                              1
-23.552153       -46.551791       sao paulo                              1
-23.552152       -46.489823       sao paulo                              1
-24.428724       -53.354207       iracema do oeste                       1
-23.552097       -46.649825       sao paulo                              1
-24.446702       -54.165817       mercedes                               1
-24.445369       -50.754436       imbau                                  1
-24.493857       -48.845215       apiai                                  1
-24.493545       -47.844409       registro                               1
-24.492795       -47.847140       registro                               1
-24.492618       -47.846080       registro                               1
-23.551938       -46.698430       são paulo                              1
-23.551930       -46.444229       são paulo                              1
                                  sao paulo                              1
-23.551919       -46.373117       ferraz de vasconcelos                  1
-23.551914       -46.830852       carapicuíba                            1
-23.551951       -46.654781       são paulo                              1
-23.551908       -46.312266       suzano                                 1
-23.551905       -46.666433       sao paulo                              1
-23.551900       -46.570677       sao paulo                              1
-23.551986       -46.792618       osasco                                 1
-23.551983       -46.654733       são paulo                              1
                 -46.485103       sao paulo                              1
-23.551975       -46.647529       sao paulo                              1
                 -46.789057       osasco                                 1
-23.551974       -46.907870       jandira                                1
-23.551965       -47.121664       sao roque                              1
-23.551963       -46.488815       sao paulo                              1
-23.551957       -46.690290       são paulo                              1
-23.551911       -46.639762       sao paulo                              1
-23.549337       -46.594233       são paulo                              1
-23.549318       -46.654087       são paulo                              1
                 -46.584684       sao paulo                              1
-23.549317       -46.658282       sao paulo                              1
-23.549310       -46.790842       osasco                                 1
                 -46.910886       jandira                                1
-23.549470       -46.655098       sao paulo                              1
-23.549429       -46.204503       mogi das cruzes                        1
-23.549424       -46.415346       são paulo                              1
-23.549413       -46.551818       são paulo                              1
-23.549406       -46.643382       sao paulo                              1
-23.550718       -46.939778       itapevi                                1
-23.549398       -46.645861       sao paulo                              1
-23.549387       -46.235708       mogi das cruzes                        1
-23.549377       -46.653267       são paulo                              1
-23.549533       -46.430639       sao paulo                              1
-23.549530       -46.369526       ferraz de vasconcelos                  1
-23.549522       -46.925885       itapevi                                1
-24.558006       -51.341742       candido de abreu                       1
-24.557453       -54.054773       marechal candido rondon                1
-24.557403       -49.228401       itapirapua paulista                    1
-24.556822       -54.052609       marechal candido rondon                1
-24.556796       -54.081132       marechal candido rondon                1
-23.549399       -46.673056       sao paulo                              1
-23.549083       -46.634864       sao paulo                              1
-23.549075       -46.637562       sao paulo                              1
-23.549197       -46.652933       sao paulo                              1
-23.549191       -46.651570       são paulo                              1
-23.549163       -46.444013       sao paulo                              1
-23.549161       -46.691893       sao paulo                              1
                 -46.660711       sao paulo                              1
-23.549150       -46.593982       são paulo                              1
                 -46.657627       são paulo                              1
-23.549144       -46.447069       sao paulo                              1
-23.549136       -51.469058       apucarana                              1
-23.549338       -46.744954       são paulo                              1
-23.549301       -46.551439       são paulo                              1
-23.549282       -46.595631       são paulo                              1
-23.549275       -46.759767       osasco                                 1
-23.549261       -46.385922       ferraz de vasconcelos                  1
-23.549259       -46.607884       sao paulo                              1
-23.549258       -46.201210       mogi das cruzes                        1
-23.549244       -46.650311       sao paulo                              1
-23.549225       -46.262669       mogi das cruzes                        1
-23.549211       -46.618177       sao paulo                              1
-23.549363       -46.538442       sao paulo                              1
-23.549355       -51.436192       apucarana                              1
-23.549353       -46.587510       são paulo                              1
-23.549134       -46.654197       são paulo                              1
-23.549597       -46.484852       são paulo                              1
-23.549583       -46.607267       são paulo                              1
-23.549580       -46.653988       são paulo                              1
-23.549575       -46.565334       sao paulo                              1
-23.549574       -46.236536       mogi das cruzes                        1
-23.549571       -46.197341       mogi das cruzes                        1
-23.549660       -46.570276       são paulo                              1
-23.549658       -46.830828       carapicuiba                            1
-23.549631       -46.301296       suzano                                 1
-24.550823       -54.057121       marechal candido rondon                1
-24.549059       -54.051576       marechal candido rondon                1
-24.555573       -54.092635       marechal candido rondon                1
-24.547956       -54.055830       marechal candido rondon                1
-24.547049       -52.992753       ubirata                                1
-24.546767       -49.939016       piraí do sul                           1
-24.546249       -49.938140       pirai do sul                           1
-24.545408       -52.989779       ubirata                                1
-24.560188       -54.049199       marechal candido rondon                1
-24.559074       -54.064533       marechal candido rondon                1
-24.558763       -54.059853       marechal cândido rondon                1
-23.549629       -46.682128       são paulo                              1
-23.549621       -46.690260       sao paulo                              1
-23.549612       -46.636532       sao paulo                              1
-23.549608       -46.527803       são paulo                              1
-24.548141       -52.982756       ubiratã                                1
-24.555089       -54.054720       marechal candido rondon                1
-24.555005       -54.058565       marechal candido rondon                1
-24.554534       -54.070656       marechal candido rondon                1
-24.567028       -51.336131       candido de abreu                       1
-24.566804       -49.420336       doutor ulysses                         1
-24.566120       -49.415056       doutor ulysses                         1
-23.549506       -46.636225       sao paulo                              1
-23.549504       -46.692595       sao paulo                              1
-23.549503       -46.573420       sao paulo                              1
-23.549494       -46.615947       sao paulo                              1
-23.549485       -46.908025       jandira                                1
-23.549598       -46.569927       sao paulo                              1
-23.549570       -46.208724       mogi das cruzes                        1
-23.549569       -46.629085       são paulo                              1
                                  sao paulo                              1
-23.549558       -46.746698       são paulo                              1
-23.549557       -46.208969       mogi das cruzes                        1
-23.549547       -46.562705       sao paulo                              1
-23.549544       -46.898957       jandira                                1
-23.549541       -46.829886       carapicuiba                            1
-23.549536       -46.530028       sao paulo                              1
-23.549602       -46.682302       são paulo                              1
-23.549601       -46.553045       são paulo                              1
-23.549598       -46.569927       são paulo                              1
-23.549472       -46.212967       mogi das cruzes                        1
-24.571316       -54.060493       marechal candido rondon                1
-24.569449       -54.035842       marechal cândido rondon                1
-24.568744       -53.974283       quatro pontes                          1
-24.568451       -51.330437       candido de abreu                       1
-24.568194       -51.339619       candido de abreu                       1
-24.567757       -51.339138       cândido de abreu                       1
                                  candido de abreu                       1
-24.592079       -52.271351       roncador                               1
-24.591657       -52.803046       campina da lagoa                       1
-24.588966       -54.154227       marechal candido rondon                1
-24.588141       -53.518070       tupassi                                1
-23.549096       -46.551361       sao paulo                              1
-23.548841       -46.595182       são paulo                              1
-23.548837       -46.617288       sao paulo                              1
                                  são paulo                              1
-23.548827       -46.827922       carapicuíba                            1
-23.548914       -46.588872       sao paulo                              1
-23.548909       -46.504296       sao paulo                              1
-23.548908       -46.660749       sao paulo                              1
-23.548906       -51.458881       apucarana                              1
-23.548904       -46.802602       osasco                                 1
-23.548901       -46.563969       sao paulo                              1
-23.548892       -46.609985       sao paulo                              1
-23.548844       -46.560958       sao paulo                              1
-23.548704       -46.659933       são paulo                              1
-23.548700       -46.651142       sao paulo                              1
-23.548692       -46.595021       são paulo                              1
-23.548777       -46.659146       sao paulo                              1
-23.548776       -46.911112       jandira                                1
-23.548771       -46.647443       são paulo                              1
-23.548770       -46.486799       sao paulo                              1
-23.548767       -46.650500       são paulo                              1
-23.548824       -46.686214       sao paulo                              1
-23.548822       -46.383016       ferraz de vasconcelos                  1
-23.548821       -46.523735       sao paulo                              1
-24.571363       -53.975444       quatro pontes                          1
-23.548812       -46.654474       sao paulo                              1
-23.548804       -46.458268       sao paulo                              1
-23.548801       -46.652589       sao paulo                              1
-23.548800       -46.293567       suzano                                 1
-23.548795       -46.392747       são paulo                              1
                                  sao paulo                              1
-23.548878       -46.634004       sao paulo                              1
-23.548871       -46.536889       são paulo                              1
-23.548863       -46.480747       sao paulo                              1
-24.573726       -49.170886       itapirapua paulista                    1
-24.573649       -51.345231       candido de abreu                       1
-24.573037       -54.049912       marechal candido rondon                1
-23.548816       -46.595070       sao paulo                              1
-23.549049       -46.631114       sao paulo                              1
-23.549040       -46.793723       osasco                                 1
-23.549029       -46.466224       sao paulo                              1
-23.549020       -46.440965       sao paulo                              1
-23.549019       -46.530168       sao paulo                              1
-23.549013       -46.561787       são paulo                              1
-23.549012       -46.816742       osasco                                 1
-23.549134       -46.608589       são paulo                              1
-23.549117       -46.222008       mogi das cruzes                        1
-24.564089       -54.058922       marechal candido rondon                1
-24.563365       -54.057587       marechal candido rondon                1
-23.548889       -46.645433       são paulo                              1
-24.562527       -54.062387       marechal candido rondon                1
-24.562373       -54.058489       marechal candido rondon                1
-24.561881       -54.057106       marechal candido rondon                1
                                  marechal cândido rondon                1
-24.561397       -54.064781       marechal candido rondon                1
-24.560599       -54.068066       marechal candido rondon                1
-24.560477       -54.064024       marechal candido rondon                1
-24.576878       -51.343389       candido de abreu                       1
-24.576570       -53.803893       vila nova                              1
-24.576474       -53.799895       vila nova                              1
-24.574264       -51.342761       cândido de abreu                       1
-23.549107       -46.644105       sao paulo                              1
-24.563217       -54.060145       marechal candido rondon                1
-23.548887       -46.561116       sao paulo                              1
-23.548882       -46.484454       sao paulo                              1
-23.548879       -46.705285       sao paulo                              1
-23.548946       -46.634671       sao paulo                              1
-23.548938       -46.650431       são paulo                              1
-23.548935       -46.650365       são paulo                              1
-23.548931       -46.382876       ferraz de vasconcelos                  1
-23.548930       -46.657456       sao paulo                              1
-23.548926       -46.651821       são paulo                              1
                                  sao paulo                              1
-23.548922       -46.484361       sao paulo                              1
-23.549049       -46.845244       carapicuiba                            1
-23.548917       -46.642521       são paulo                              1
-23.548916       -46.227546       mogi das cruzes                        1
-23.548915       -46.745788       sao paulo                              1
-23.549006       -46.259844       mogi das cruzes                        1
-23.548994       -46.689433       sao paulo                              1
-23.548988       -46.745667       são paulo                              1
-23.548981       -46.651972       são paulo                              1
-23.548970       -46.886619       barueri                                1
-23.548960       -46.636172       sao paulo                              1
-23.548950       -46.568894       sao paulo                              1
-23.548949       -46.197757       mogi das cruzes                        1
-23.549075       -46.486939       sao paulo                              1
-23.548920       -46.348985       poa                                    1
-23.550264       -46.653435       sao paulo                              1
                                  são paulo                              1
-23.550263       -46.556796       sao paulo                              1
-23.550256       -46.683013       são paulo                              1
-23.550255       -46.456434       sao paulo                              1
                 -46.683226       sao paulo                              1
-23.550348       -46.647235       sao paulo                              1
                                  são paulo                              1
-23.550345       -46.508608       sao paulo                              1
                 -46.676525       sao paulo                              1
                 -46.213982       mogi das cruzes                        1
-23.549602       -46.682302       sao paulo                              1
-23.550326       -46.319374       suzano                                 1
-23.550321       -46.364740       ferraz de vasconcelos                  1
-23.550313       -46.660689       sao paulo                              1
-23.550306       -51.459295       apucarana                              1
-23.550304       -46.691536       sao paulo                              1
-23.550301       -46.958697       itapevi                                1
-23.550298       -46.527258       sao paulo                              1
-23.550440       -46.638370       sao paulo                              1
-23.550435       -46.935540       itapevi                                1
-23.550433       -46.478637       são paulo                              1
-23.550429       -46.376845       ferraz de vasconcelos                  1
-23.550326       -46.659926       são paulo                              1
-23.550160       -46.631465       sao paulo                              1
-23.550253       -46.584048       sao paulo                              1
-23.550252       -46.601025       sao paulo                              1
-23.550248       -46.827405       carapicuiba                            1
-23.550245       -46.562228       sao paulo                              1
-23.550238       -46.448725       sao paulo                              1
-23.550232       -46.766461       osasco                                 1
-23.550231       -46.559912       sao paulo                              1
-23.550226       -46.646141       sao paulo                              1
                                  são paulo                              1
-23.550225       -51.469627       apucarana                              1
-23.550266       -46.658413       são paulo                              1
-24.524961       -48.839087       apiai                                  1
-24.524568       -53.258813       nova aurora                            1
-24.524160       -53.262012       nova aurora                            1
-24.523543       -50.402631       tibagi                                 1
-24.523403       -48.105306       eldorado                               1
-24.522987       -48.105747       eldorado                               1
-24.522618       -47.847802       registro                               1
-24.522043       -50.405856       tibagi                                 1
-24.535880       -54.051014       marechal candido rondon                1
-24.535181       -52.984219       ubirata                                1
-24.534694       -54.048790       marechal candido rondon                1
-24.533236       -49.935646       pirai do sul                           1
-23.550271       -46.641530       são paulo                              1
-24.526928       -53.260634       nova aurora                            1
-24.526111       -51.668215       manoel ribas                           1
-24.525556       -48.104135       eldorado                               1
-24.525114       -53.260059       nova aurora                            1
-23.550605       -46.408712       sao paulo                              1
                                  são paulo                              1
                 -46.575219       sao paulo                              1
-23.550600       -46.454077       são paulo                              1
-23.550597       -46.763756       osasco                                 1
-23.550594       -51.418396       apucarana                              1
-23.550588       -46.607425       sao paulo                              1
-23.550421       -46.317951       suzano                                 1
-23.550695       -46.692518       são paulo                              1
                                  sao paulo                              1
-23.550690       -46.470001       sao paulo                              1
-23.550681       -46.815534       osasco                                 1
-23.550674       -46.691187       sao paulo                              1
-23.550659       -47.453068       votorantim                             1
-23.550651       -46.699784       são paulo                              1
                                  sao paulo                              1
-23.550640       -46.583151       sao paulo                              1
                 -46.308845       suzano                                 1
-23.550621       -46.678858       são paulo                              1
-23.550620       -46.548074       sao paulo                              1
-23.550562       -46.660058       sao paulo                              1
-23.550420       -46.706486       são paulo                              1
-23.550409       -46.528740       são paulo                              1
-23.550407       -46.827299       carapicuiba                            1
-23.550400       -46.527314       são paulo                              1
-23.550386       -46.758584       osasco                                 1
-23.550560       -46.527458       sao paulo                              1
-23.550558       -46.645392       sao paulo                              1
-23.550547       -46.770951       osasco                                 1
-23.550546       -46.460648       são paulo                              1
-23.550524       -46.636694       sao paulo                              1
-23.550516       -46.263467       mogi das cruzes                        1
-24.527583       -53.257312       nova aurora                            1
-23.550498       -46.645270       são paulo                              1
-23.550467       -46.764865       osasco                                 1
-23.550617       -46.911823       jandira                                1
-23.550613       -46.312818       suzano                                 1
-24.516081       -48.851844       apiaí                                  1
-24.515010       -50.410930       tibagi                                 1
-24.514951       -51.675332       manoel ribas                           1
-24.514302       -47.835723       registro                               1
-24.514244       -48.847056       apiaí                                  1
-24.513780       -48.844042       apiai                                  1
-24.513657       -48.841881       apiai                                  1
-24.513260       -50.412337       tibagi                                 1
-23.550514       -46.759625       osasco                                 1
-23.549779       -46.633957       sao paulo                              1
-23.549778       -46.900920       jandira                                1
-23.549777       -46.787976       osasco                                 1
-23.549774       -46.482972       sao paulo                              1
                 -46.645599       são paulo                              1
                                  sao paulo                              1
-23.549770       -46.635839       sao paulo                              1
-23.549875       -46.459684       são paulo                              1
-23.549869       -46.622134       são paulo                              1
-23.549845       -46.645820       sao paulo                              1
-23.549841       -46.560418       são paulo                              1
-23.550164       -46.654586       sao paulo                              1
-23.549934       -46.566167       sao paulo                              1
-23.549929       -46.810101       osasco                                 1
-23.549916       -46.449155       sao paulo                              1
-23.549912       -46.522203       sao paulo                              1
-23.549909       -46.711534       sao paulo                              1
-23.549907       -46.760357       osasco                                 1
-23.549884       -46.534150       sao paulo                              1
-23.550030       -46.844072       carapicuíba                            1
-23.550008       -46.791177       osasco                                 1
-24.533225       -49.940021       piraí do sul                           1
-24.532559       -54.050309       marechal candido rondon                1
-24.530811       -54.051442       marechal candido rondon                1
-23.549825       -46.633970       sao paulo                              1
-23.549765       -46.680304       sao paulo                              1
                                  são paulo                              1
-23.549760       -46.549457       sao paulo                              1
-23.549740       -46.688854       sao paulo                              1
-23.549739       -46.744519       sao paulo                              1
-23.549731       -46.897878       jandira                                1
-23.549727       -46.553706       são paulo                              1
-23.549677       -46.460747       sao paulo                              1
-23.549673       -46.651342       sao paulo                              1
                                  são paulo                              1
-23.549809       -46.461427       sao paulo                              1
-23.549780       -46.635359       são paulo                              1
-24.540089       -54.043467       marechal candido rondon                1
-24.539812       -54.054353       marechal candido rondon                1
-24.539051       -52.995933       ubirata                                1
-24.537065       -54.038680       marechal cândido rondon                1
                                  marechal candido rondon                1
-24.536190       -49.934819       pirai do sul                           1
                                  piraí do sul                           1
-24.552978       -52.984568       ubirata                                1
-24.551259       -54.054923       marechal cândido rondon                1
                                  marechal candido rondon                1
-23.549785       -46.313388       suzano                                 1
-23.549781       -46.260790       mogi das cruzes                        1
-23.549797       -46.650522       são paulo                              1
-23.550075       -46.572658       sao paulo                              1
-23.550065       -46.397071       sao paulo                              1
                 -46.713240       sao paulo                              1
-23.550049       -46.561516       sao paulo                              1
-23.550030       -46.844072       carapicuiba                            1
-23.550154       -46.793780       osasco                                 1
-23.550150       -46.514570       sao paulo                              1
-23.550129       -46.399271       sao paulo                              1
-23.550128       -46.487073       sao paulo                              1
-23.550124       -46.407223       sao paulo                              1
-23.550115       -46.645163       são paulo                              1
-24.530657       -53.256176       nova aurora                            1
-23.550104       -46.447947       sao paulo                              1
-23.550215       -46.480334       sao paulo                              1
-23.550212       -46.247091       mogi das cruzes                        1
-23.550199       -46.510808       sao paulo                              1
-23.550195       -46.403497       sao paulo                              1
-23.550192       -46.659930       são paulo                              1
-23.550191       -46.435467       são paulo                              1
                                  sao paulo                              1
-23.550185       -46.579878       sao paulo                              1
                 -46.758206       sao paulo                              1
-23.550181       -46.314310       suzano                                 1
-23.550164       -46.527699       sao paulo                              1
-23.550104       -46.842869       carapicuiba                            1
-24.530288       -53.249319       nova aurora                            1
-24.529963       -49.946533       pirai do sul                           1
-24.529271       -53.256234       nova aurora                            1
-24.528155       -49.922684       pirai do sul                           1
-24.527648       -53.255467       nova aurora                            1
-24.544149       -54.052957       marechal candido rondon                1
-24.543682       -52.985810       ubirata                                1
-24.543005       -49.944834       pirai do sul                           1
-24.542696       -54.056970       marechal candido rondon                1
-24.542365       -49.936129       pirai do sul                           1
-23.549980       -46.634768       sao paulo                              1
-23.550075       -46.572658       são paulo                              1
-23.549970       -46.661344       sao paulo                              1
-23.549967       -46.560816       sao paulo                              1
-23.549961       -46.704749       sao paulo                              1
-23.549955       -46.640866       sao paulo                              1
                                  são paulo                              1
-23.549950       -46.654186       sao paulo                              1
                 -46.547785       sao paulo                              1
-23.549949       -46.482541       sao paulo                              1
-23.549947       -46.560968       sao paulo                              1
-23.550091       -46.843020       carapicuiba                            1
-23.550083       -46.430693       sao paulo                              1
-23.550079       -46.734861       sao paulo                              1
-23.549977       -47.461386       votorantim                             1
-23.540488       -46.454475       são paulo                              1
                 -46.447433       sao paulo                              1
-23.540484       -46.639636       são paulo                              1
                                  sao paulo                              1
-23.540591       -46.715325       sao paulo                              1
-23.540569       -46.781926       osasco                                 1
-23.540563       -46.508714       sao paulo                              1
-25.071152       -50.161182       ponta grossa                           1
-25.070899       -50.145796       ponta grossa                           1
-25.070789       -50.157835       ponta grossa                           1
-25.070053       -50.150037       ponta grossa                           1
-23.544969       -46.658521       são paulo                              1
-25.067099       -50.134351       ponta grossa                           1
-25.066221       -50.138540       ponta grossa                           1
-25.065392       -50.208594       ponta grossa                           1
-25.065386       -53.876727       vera cruz do oeste                     1
-25.082179       -50.134405       ponta grossa                           1
-25.082103       -50.138906       ponta grossa                           1
-25.081364       -50.183624       ponta grossa                           1
-25.081181       -50.157836       ponta grossa                           1
-23.540563       -46.508714       são paulo                              1
-23.540558       -46.454527       sao paulo                              1
-23.540557       -46.821377       carapicuiba                            1
-25.070025       -50.155237       ponta grossa                           1
-23.540446       -46.677330       são paulo                              1
-23.540445       -46.919334       itapevi                                1
-23.540444       -46.574081       sao paulo                              1
-23.540443       -46.654602       sao paulo                              1
-23.540438       -46.653544       sao paulo                              1
-23.540428       -46.680867       são paulo                              1
-23.540421       -46.662011       sao paulo                              1
-23.540415       -46.782245       osasco                                 1
-23.540482       -46.715365       sao paulo                              1
                                  são paulo                              1
-23.540480       -46.658372       sao paulo                              1
-23.540490       -46.803932       osasco                                 1
-23.540474       -46.650548       sao paulo                              1
-23.540468       -46.545422       sao paulo                              1
-23.540464       -46.777677       osasco                                 1
-23.540461       -46.558804       sao paulo                              1
-23.540453       -46.670247       são paulo                              1
                                  sao paulo                              1
-23.540524       -46.650504       são paulo                              1
-23.540506       -46.635415       sao paulo                              1
-23.540504       -46.890268       barueri                                1
-23.540503       -46.178170       mogi das cruzes                        1
-23.540490       -46.702927       sao paulo                              1
                                  são paulo                              1
-23.540478       -46.688369       são paulo                              1
-23.540718       -46.460224       sao paulo                              1
-23.540711       -46.640556       são paulo                              1
-23.540705       -46.552166       são paulo                              1
-23.540704       -46.519224       sao paulo                              1
-23.540702       -46.564822       são paulo                              1
                                  sao paulo                              1
-23.540700       -46.706125       sao paulo                              1
-23.540696       -46.657094       são paulo                              1
                 -46.650563       são paulo                              1
-23.540758       -46.664315       são paulo                              1
-23.540755       -46.557586       são paulo                              1
-23.540555       -46.645408       sao paulo                              1
-23.540743       -46.583385       sao paulo                              1
-23.540741       -46.654770       sao paulo                              1
-23.540738       -46.686624       sao paulo                              1
-23.540736       -46.494622       sao paulo                              1
-23.540733       -46.313894       suzano                                 1
-23.540728       -46.507726       sao paulo                              1
-23.540792       -46.671276       sao paulo                              1
-25.058988       -50.169485       ponta grossa                           1
-25.056268       -53.626932       santa tereza do oeste                  1
-25.053719       -50.141508       ponta grossa                           1
-25.051140       -50.225087       ponta grossa                           1
-25.051125       -53.616050       santa tereza do oeste                  1
-23.540754       -46.200962       mogi das cruzes                        1
-23.540547       -46.317498       suzano                                 1
